publisher,app_name,title,año de lanzamiento,price,developer,genres,tags
Dovetail Games - Flight,FSX Steam Edition: Night Environment: Germany Add-On,FSX Steam Edition: Night Environment: Germany Add-On,2017-04-28,18.99,Chris Bell - Creative Design Studios,Simulation,Simulation
Choice of Games,A Midsummer Night's Choice - Commentary Track,A Midsummer Night's Choice - Commentary Track,2017-04-28,0.99,Choice of Games,Adventure|Indie|RPG,Adventure|RPG|Indie
"Strength in Numbers Studios, Inc",Extra Life Backpack,Extra Life Backpack,2017-04-26,4.99,"Strength in Numbers Studios, Inc",Action|Casual|Indie|Sports,Action|Indie|Casual|Sports
@unepic_fran,Mini Ghost,Mini Ghost,2017-04-28,1.99,@unepic_fran,Action|Adventure|Casual|Indie,Action|Adventure|Casual|Indie|Metroidvania|Retro|Pixel Graphics|Level Editor|Platformer|Female Protagonist|2D
KISS ltd,Gold Rush! 2,Gold Rush! 2,2017-04-28,14.99,Sunlight Games,Adventure|Indie|Strategy,Adventure|Indie|Strategy
Big Fish Games,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,Shadow Wolf Mysteries: Curse of the Full Moon Collector's Edition,2017-04-28,9.99,ERS G studios,Adventure|Casual,Adventure|Casual|Hidden Object
Phat Phrog Studios,Creature Clicker - Starter Pack,Creature Clicker - Starter Pack,2017-04-28,0.99,ColloseusX,Action|Casual|Indie,Action|Indie|Casual
Phat Phrog Studios,Creature Clicker - Supporter Pack,Creature Clicker - Supporter Pack,2017-04-28,1.99,ColloseusX,Action|Casual|Indie,Action|Indie|Casual
Phat Phrog Studios,Creature Clicker - Deluxe Pack,Creature Clicker - Deluxe Pack,2017-04-28,2.99,ColloseusX,Action|Casual|Indie,Action|Indie|Casual
Phat Phrog Studios,"Creature Clicker - Capture, Train, Ascend!","Creature Clicker - Capture, Train, Ascend!",2017-04-28,1.99,ColloseusX,Action|Casual|Indie|Early Access,Early Access|Casual|Action|Indie|Clicker
Post Mortem Pixels,NEXT JUMP: Shmup Tactics,NEXT JUMP: Shmup Tactics,2017-04-28,4.99,Post Mortem Pixels,Action|Indie|Strategy,Indie|Action|Strategy|Turn-Based|Turn-Based Tactics|Shoot 'Em Up|Turn-Based Combat|Top-Down Shooter|Puzzle|2D|Singleplayer|Rogue-like|RPG|Grid-Based Movement|Space|Pixel Graphics|Rogue-lite|Difficult|Bullet Hell|Great Soundtrack
Sekai Project,The Eden of Grisaia,The Eden of Grisaia,2017-04-28,29.99,Frontwing,Action|Adventure|Casual,Visual Novel|Casual|Adventure|Action|Anime
MangaGamer,Higurashi When They Cry Hou - Ch. 5 Meakashi,Higurashi When They Cry Hou - Ch. 5 Meakashi,2017-04-28,7.99,07th Expansion,Adventure,Adventure|Visual Novel|Horror|Anime|Psychological Horror|Great Soundtrack|Mystery
AL-GAME,Project of the Developer,Project of the Developer,2017-04-28,1.99,AL-GAME,Action|Indie,Action|Indie|FPS|Zombies|Aliens|Shooter|Time Attack|Difficult
Warfare Studios,Vagrant Hearts Zero,Vagrant Hearts Zero,2017-04-28,2.99,Warfare Studios,Adventure|Casual|Indie|RPG|Strategy,Casual|Strategy|Adventure|RPG|Indie|RPGMaker
Arcane Architect,Arcane Mapper,Arcane Mapper,2017-04-28,9.99,Arcane Architect,Design &amp; Illustration|Early Access,Early Access|Design & Illustration
CloudWeight Studios,Jidousha Shakai,Jidousha Shakai,2017-04-28,19.99,CloudWeight Studios,Indie|Massively Multiplayer|Racing|Simulation|Early Access,Early Access|Simulation|Racing|Massively Multiplayer|Indie
SimonCreative,Dong-Jin Rice-hime（東津萌米）,Dong-Jin Rice-hime（東津萌米）,2017-04-28,19.99,"Storia,Narrator,SimonCreative",Adventure|Indie,Indie|Adventure|Anime|Visual Novel|FPS
BAD team,Neighboring Islands,Neighboring Islands,2017-04-30,4.99,BAD team,Adventure|Indie,Adventure|Interactive Fiction|Indie|Choices Matter|Casual|Visual Novel
rupiwood,Olav: the story of one boy,Olav: the story of one boy,2017-04-30,2.99,rupiwood,Adventure|Casual|Indie,Adventure|Indie|Casual
BAD team,Neighboring Islands - soundtrack,Neighboring Islands - soundtrack,2017-05-01,0.99,BAD team,Adventure|Indie,Adventure|Indie
RuVe Game Studio,MinosMaze - The Minotaur's Labyrinth,MinosMaze - The Minotaur's Labyrinth,2017-05-01,4.99,RuVe Game Studio,Action|Adventure|Indie,Action|Adventure|Indie|Puzzle|Great Soundtrack|Mythology
WRGenesis,Killer Elite – Time to Die,Killer Elite – Time to Die,2017-04-28,0.99,Wioleta Moniuszko,Action|Indie|Massively Multiplayer,Action|Massively Multiplayer|Indie|Violent
Forever Entertainment S. A.,Crazy Veggies,Crazy Veggies,2017-04-28,1.99,SOCO Games,Action|Casual|Indie,Casual|Indie|Action
Mango Protocol,Agatha Knife - Original Soundtrack,Agatha Knife - Original Soundtrack,2017-04-27,2.99,Mango Protocol,Adventure|Indie,Adventure|Indie
Logic Artists,Expeditions: Viking,Expeditions: Viking,2017-04-27,29.99,Logic Artists,Indie|RPG|Strategy,RPG|Strategy|Turn-Based|Indie|Story Rich|Historical|Character Customization|Choices Matter|Singleplayer|CRPG|Medieval|Turn-Based Tactics|Tactical|Adventure|Turn-Based Combat|Female Protagonist
Jason Chalky,Swingin Swiggins - SoundTrack,Swingin Swiggins - SoundTrack,2017-04-27,0.99,"Jason Chalky,Timothy Janssen,Jesse Mangano,Chris Aguilar,Brad Fairley,Andy Montgomery,Jacob Travis",Action|Adventure|Casual|Indie,Action|Adventure|Indie|Casual
Artifex Mundi,Queen's Quest 3: The End of Dawn,Queen's Quest 3: The End of Dawn,2017-04-27,9.99,Brave Giant LTD,Adventure|Casual,Casual|Adventure|Hidden Object|Puzzle|Female Protagonist|Fantasy|Singleplayer|Point & Click|Story Rich|Indie|Great Soundtrack|Atmospheric|Mystery|Family Friendly|Horror|2D
Vladimir Maslov,Древняя Русь,Древняя Русь,2017-04-27,1.99,Vladimir Maslov,Casual|Indie,Indie|Casual|Historical|Education|Singleplayer|Medieval
PolyDigital,Bunny Hop League,Bunny Hop League,2017-04-27,5.99,PolyDigital,Indie|Sports,Indie|Sports|Fast-Paced|Parkour|Multiplayer
THQ Nordic,de Blob,de Blob,2017-04-27,19.99,"Blue Tongue Entertainment,Blitworks",Action|Adventure|Casual|Indie,Casual|Adventure|Action|Indie|3D Platformer|Platformer|Singleplayer|Colorful|Great Soundtrack
Crema,Immortal Redneck,Immortal Redneck,2017-04-25,19.95,Crema,Action|Indie,Action|Indie|Rogue-lite|FPS|Shooter|Rogue-like|Difficult
Armor Games Studios,Pinstripe,Pinstripe,2017-04-24,14.99,Thomas Brush,Adventure|Casual|Indie,Indie|Adventure|Casual|Atmospheric|Puzzle-Platformer|Great Soundtrack|Story Rich|Puzzle|Dark|Singleplayer|Short|Side Scroller|Platformer
Annapurna Interactive,What Remains of Edith Finch,What Remains of Edith Finch,2017-04-24,19.99,Giant Sparrow,Adventure|Indie,Story Rich|Atmospheric|Walking Simulator|Adventure|First-Person|Exploration|Indie|Female Protagonist|Singleplayer|Great Soundtrack|Mystery|Short|Horror|Psychological Horror|Visual Novel|Dark|Narration
CI Games,Sniper Ghost Warrior 3 - Season Pass,Sniper Ghost Warrior 3 - Season Pass,2017-04-25,19.99,CI Games,Action,Violent|Action
Gameforge 4D GmbH,S.K.I.L.L. - Special Force 2 - Sniper Pack,S.K.I.L.L. - Special Force 2 - Sniper Pack,2017-04-25,19.99,"Dragonfly GF Co., LTD",Action|Adventure|Free to Play|Sports|Strategy,Strategy|Action|Adventure|Free to Play|Sports
Lightbulb Crew,"Games of Glory - ""Masters of the Arena 2017""","Games of Glory - ""Masters of the Arena 2017""",2017-04-25,79.99,Lightbulb Crew,Action|Free to Play|Strategy,Strategy|Action|Free to Play
Lightbulb Crew,"Games of Glory - ""Gladiators Pack""","Games of Glory - ""Gladiators Pack""",2017-04-25,24.99,Lightbulb Crew,Action|Free to Play|Strategy,Strategy|Action|Free to Play
Lightbulb Crew,Games of Glory,Games of Glory,2017-04-25,Free To Play,Lightbulb Crew,Action|Free to Play|Strategy,Free to Play|MOBA|Action|Strategy|Multiplayer|Massively Multiplayer|FPS
Sacada,LOGistICAL - New Zealand,LOGistICAL - New Zealand,2017-04-25,1.99,Sacada,Casual|Strategy,Casual|Strategy|Puzzle
Lightbulb Crew,"Games of Glory - ""Guardians Pack""","Games of Glory - ""Guardians Pack""",2017-04-25,9.99,Lightbulb Crew,Action|Free to Play|Strategy,Strategy|Action|Free to Play
Rimlight Studios,ZHEROS - The forgotten land,ZHEROS - The forgotten land,2017-04-25,4.99,Rimlight Studios,Action|Indie,Action|Indie
"Jonas De Carvalho Felinto, Marcelo Eduardo Cabral",Bonny's Adventure,Bonny's Adventure,2017-04-26,3.99,"Jonas De Carvalho Felinto,Marcelo Eduardo Cabral",Action|Adventure|Casual|Indie,Adventure|Indie|Casual|Action
The Cursed Revolver,The Cursed Revolver,The Cursed Revolver,2017-04-25,2.99,The Cursed Revolver,Action|Indie|Early Access,Early Access|Action|Indie|Procedural Generation|Shooter|Hand-drawn|Arcade
"H2 Interactive Co., Ltd.",BlazBlue Centralfiction,BlazBlue Centralfiction,2017-04-26,39.99,Arc System Works,Action,Anime|Fighting|2D Fighter|Action|Great Soundtrack|Visual Novel|Story Rich|Multiplayer|Singleplayer|Nudity|Difficult|Local Multiplayer|Cute|Controller|Fantasy|e-sports|Tutorial|God Game|Arcade|Sexual Content
Dovetail Games - Trains,Train Simulator: Clear Creek Old Timer Rolling Stock Pack Add-On,Train Simulator: Clear Creek Old Timer Rolling Stock Pack Add-On,2017-04-26,19.99,Milepost Simulations,Simulation,Simulation
Tall Story Studios,Spiritlands,Spiritlands,2017-04-25,5.99,Tall Story Studios,Adventure|Casual|Indie|Simulation|Strategy|Early Access,Early Access|Strategy|Indie|Casual|Simulation|Adventure|Resource Management|Survival|City Builder|Base Building
None,Ruin of the Reckless,Ruin of the Reckless,2017-04-26,9.99,Faux-Operative Games,Action|Adventure|Indie|RPG,Action|Indie|Adventure|RPG|Rogue-lite|Pixel Graphics|Rogue-like|Difficult
IMGN.PRO,The Last Journey,The Last Journey,2017-04-25,Free,Sleepless Clinic,Adventure|Indie|Simulation,Indie|Adventure|Simulation
United Soft Media,Catan Universe,Catan Universe,2017-04-25,Free To Play,Exozet,Strategy,Board Game|Strategy|Card Game|Casual|Free to Play
Arcade Coin,Get To The Orange Door,Get To The Orange Door,2017-10-06,9.99,Andrew Smith,Action|Adventure|Indie|Early Access,Early Access|Indie|Action|Adventure|Violent|Parkour
Nikita Kaf,My Name is You - OST,My Name is You - OST,2017-04-24,Free,Nikita Kaf,Indie,Indie
KoheiGallery,Moe Mekuri SP - 萌めくりSP -,Moe Mekuri SP - 萌めくりSP -,2017-04-23,4.99,KoheiGallery,Indie,Indie|Anime|Puzzle
Amaterasu Software,Tomb Joe,Tomb Joe,2017-04-23,0.99,Amaterasu Software,Action|Adventure|Casual|Indie,Casual|Adventure|Action|Indie|Platformer
KFriske Studios,Rhythm Rush!,Rhythm Rush!,2017-04-07,0.99,KFriske Studios,Action|Indie,Action|Indie|Music|Music-Based Procedural Generation|Rhythm|Parkour|Singleplayer|Platformer|FPS|Shooter|3D Platformer
Indovers Studio,Hack_me 2 - Wallpapers,Hack_me 2 - Wallpapers,2017-03-20,Free,EasyWays Team,Indie|Simulation,Indie|Simulation
PlayWay S.A.,Car Mechanic Simulator 2015 - Car Stripping,Car Mechanic Simulator 2015 - Car Stripping,2017-04-24,0.99,Red Dot Games,Racing|Simulation,Racing|Simulation
CI Games,Sniper Ghost Warrior 3,Sniper Ghost Warrior 3,2017-04-24,49.99,CI Games,Action,Sniper|Action|Open World|FPS|Stealth|Multiplayer|Shooter|First-Person|Singleplayer|Military|Violent|Adventure|Co-op|War|Heist|Online Co-Op|Gore|Tactical|Strategy|Nudity
Tonguç Bodur,Nephise Begins,Nephise Begins,2017-04-24,1.99,Tonguç Bodur,Adventure|Casual|Indie,Indie|Adventure|Casual|Walking Simulator|Puzzle|Narration|Relaxing|Atmospheric|Great Soundtrack|Exploration|First-Person|Singleplayer|Short|Mystery|Female Protagonist|Horror|Hidden Object
Colossal Wreck,Candy Machine,Candy Machine,2017-04-24,8.99,Colossal Wreck,Casual|Indie|Simulation|Strategy,Casual|Simulation|Strategy|Indie|Management|Cute|Building|Sandbox|Atmospheric|Singleplayer|Economy|Colorful|Relaxing|Great Soundtrack
"NIS America, Inc.",PSYCHO-PASS: Mandatory Happiness,PSYCHO-PASS: Mandatory Happiness,2017-04-24,39.99,"MAGES. Inc.,5pb.",Adventure,Anime|Adventure|Visual Novel|Cyberpunk|Psychological|Detective|Singleplayer
Big Fish Games,League of Light: Wicked Harvest Collector's Edition,League of Light: Wicked Harvest Collector's Edition,2017-04-24,9.99,Mariaglorum,Adventure|Casual,Adventure|Casual|Hidden Object
Clickteam,Mac Exporter,Mac Exporter,2017-04-24,49.99,Clickteam,Animation &amp; Modeling|Education|Utilities|Web Publishing,Utilities|Animation & Modeling|Education|Web Publishing
Class-X Games,Cuit,Cuit,2017-04-27,2.99,Class-X Games,Casual|Indie|Strategy,Casual|Indie|Strategy|Puzzle|2D|Difficult|Relaxing
Activision,Call of Duty®: MWR Variety Map Pack,Call of Duty®: MWR Variety Map Pack,2017-04-21,14.99,"Raven Software,Beenox",Action,Violent|Action|Co-op
Back To Basics Gaming,FEMINAZI: Mother Russia DLC,FEMINAZI: Mother Russia DLC,2017-04-24,Free,"hyperboreanGames,Svarog Studios",Action|Casual|Indie|Simulation,Action|Indie|Casual|Simulation|Great Soundtrack|Arcade|Singleplayer|Cartoony|Character Customization|Soundtrack|Memes|Cartoon|GameMaker|Female Protagonist
NCH Software,DreamPlan,DreamPlan,2017-04-21,39.99,NCH Software,Animation &amp; Modeling|Design &amp; Illustration,Design & Illustration|Animation & Modeling
Aldorlea Games,Onyx,Onyx,2017-04-21,6.99,Valkyria Games,Adventure|Casual|Indie|RPG,Casual|Adventure|RPG|Indie|RPGMaker
Crepe Studios,Perso,Perso,2017-04-20,4.99,Crepe Studios,Casual|Indie,Indie|Casual|Puzzle|Atmospheric
Degica,Scar of the Doll,Scar of the Doll,2017-04-20,9.99,Child-Dream,Adventure|Casual|Indie,Casual|Adventure|Indie|Visual Novel|Dark|Story Rich|Mystery|Female Protagonist|Science|Classic
DXF Games,Weebish Mines,Weebish Mines,2017-04-20,2.99,DXF Games,Adventure|Indie,Indie|Adventure|Pixel Graphics|Retro|Metroidvania|Difficult|Platformer
Cornutopia Software,Flatspace IIk,Flatspace IIk,2017-04-21,14.99,Cornutopia Software,Action|Adventure|Indie|RPG|Simulation,Adventure|Action|RPG|Indie|Simulation|Space
"GameTrust Games, Ready At Dawn",Deformers,Deformers,2017-04-20,29.99,Ready At Dawn,Action,Action|Multiplayer|Funny
Aerosoft GmbH,X-Plane 11 - Add-on: Aerosoft - Airport Frankfurt-Egelsbach,X-Plane 11 - Add-on: Aerosoft - Airport Frankfurt-Egelsbach,2017-04-21,15.99,"Aerosoft GmbH,Stairport Sceneries",Simulation,Simulation
Aerosoft GmbH,X-Plane 11 - Add-on: Aerosoft - Airport Calvi,X-Plane 11 - Add-on: Aerosoft - Airport Calvi,2017-04-21,17.99,SimTeam,Simulation,Simulation
"CINEMAX, s.r.o.",Rytmik Ultimate – Rytmik Player,Rytmik Ultimate – Rytmik Player,2017-04-21,Free,"CINEMAX, s.r.o.",Audio Production,Audio Production
Dovetail Games,TS Marketplace: Gresley Coach Pack 04 Add-On,TS Marketplace: Gresley Coach Pack 04 Add-On,2017-04-21,4.99,Matrix Trains,Simulation,Simulation
Dovetail Games,TS Marketplace: GWR High Waist Collett Coaches Pack 01 Add-On,TS Marketplace: GWR High Waist Collett Coaches Pack 01 Add-On,2017-04-21,4.99,Matrix Trains,Simulation,Simulation
Dovetail Games,TS Marketplace: GWR High Waist Collett Coaches Pack 02 Add-On,TS Marketplace: GWR High Waist Collett Coaches Pack 02 Add-On,2017-04-21,4.99,Matrix Trains,Simulation,Simulation
Dovetail Games,TS Marketplace: GWR High Waist Collett Coaches Pack 03 Add-On,TS Marketplace: GWR High Waist Collett Coaches Pack 03 Add-On,2017-04-21,4.99,Matrix Trains,Simulation,Simulation
"David OReilly, Double Fine Presents",Everything,Everything,2017-04-21,14.99,David OReilly,Casual|Indie|RPG|Simulation,Casual|Simulation|Indie|Relaxing|Philisophical|Sandbox|Open World|Exploration|Atmospheric|Funny|Singleplayer|Great Soundtrack|Experience|God Game|RPG|Experimental|Family Friendly|Illuminati|Adventure|Procedural Generation
Microids,Syberia 3 - Deluxe Upgrade,Syberia 3 - Deluxe Upgrade,2017-04-20,12.99,Microids,Adventure,Adventure
Degica,RPG Maker MV - Karugamo Contemporary BGM Pack 02,RPG Maker MV - Karugamo Contemporary BGM Pack 02,2017-04-20,9.99,"KADOKAWA,Yoji Ojima",Design &amp; Illustration|Web Publishing,Design & Illustration|Web Publishing
Interplay Entertainment Corp.,Battle Chess,Battle Chess,1988-06-01,9.99,Interplay Entertainment Corp.,Strategy,Strategy|Chess
Degica,RPG Maker MV - Elemental Dungeons Tiles,RPG Maker MV - Elemental Dungeons Tiles,2017-04-20,9.99,"KADOKAWA,Yoji Ojima,Sherman3D",Design &amp; Illustration|Web Publishing,Design & Illustration|Web Publishing
"Double Coconut, WhisperGames",Parallyzed,Parallyzed,2017-04-19,3.99,Koreez,Adventure|Casual|Indie,Casual|Adventure|Indie|Dark|Puzzle-Platformer|Platformer
Evil Twin Artworks,Man O' War: Corsair - Warhammer Naval Battles,Man O' War: Corsair - Warhammer Naval Battles,2017-04-19,29.99,Evil Twin Artworks,Action|Adventure|Indie|RPG|Strategy,Adventure|Action|Games Workshop|Indie|Pirates|Naval|Open World|Strategy|RPG|Singleplayer|Fantasy
Amaterasu Software,False Shelter,False Shelter,2017-04-19,0.99,Amaterasu Software,RPG,RPG|RPGMaker
Dovetail Games - Trains,Train Simulator: Southern Railway S15 Class Steam Loco Add-On,Train Simulator: Southern Railway S15 Class Steam Loco Add-On,2017-04-20,19.99,Bossman Games,Simulation,Simulation
Dovetail Games - Flight,FSX Steam Edition: Toposim South America,FSX Steam Edition: Toposim South America,2017-04-20,34.99,Toposim,Simulation,Simulation
Ripstone,Pure Hold'em - 100% Hemp Card Deck,Pure Hold'em - 100% Hemp Card Deck,2017-04-20,1.99,VooFoo Studios,Casual|Indie|Simulation|Sports|Strategy,Strategy|Indie|Casual|Simulation|Sports
"WhisperGames, Deck13",The Shape Of Heart - Episode II,The Shape Of Heart - Episode II,2017-04-20,0.99,Dragon Whisper Game,Indie,Indie
Big Fish Games,Grim Tales: The Legacy Collector's Edition,Grim Tales: The Legacy Collector's Edition,2017-04-19,9.99,Elephant Games,Adventure|Casual,Casual|Adventure|Hidden Object
Strategy First,Ironclads 2: Boshin War,Ironclads 2: Boshin War,2017-04-19,9.99,Totem Games,Simulation,Simulation
Robot Entertainment,Orcs Must Die! Unchained,Orcs Must Die! Unchained,2017-04-19,Free to Play,Robot Entertainment,Action|Free to Play|Strategy,Free to Play|Multiplayer|Tower Defense|Co-op|Action|Strategy|MOBA|PvE|Survival|Fantasy|Singleplayer|PvP|Third Person|RPG|Adventure|Funny|Massively Multiplayer|Open World|FPS|Online Co-Op
tinyBuild,The Only Traitor DLC,The Only Traitor DLC,2017-04-19,4.99,"Oleg Sergeev,Andrey Rumak,Do My Best",Action|Adventure|Indie,Action|Indie|Adventure
Blue Sunset Games,Animal Rivals,Animal Rivals,2017-04-19,4.99,Blue Sunset Games,Action|Casual|Indie,Casual|Action|Indie
Artery Games,Theatre of Doom,Theatre of Doom,2017-04-19,9.99,Artery Games,Action|Indie,Action|Indie|Top-Down|Fast-Paced|Controller|Difficult|Local Co-Op|Singleplayer|Local Multiplayer|Bullet Hell|Twin Stick Shooter|Arcade|Hack and Slash|Great Soundtrack|Atmospheric|Stylized|Spectacle fighter|Arena Shooter
Hudell Tales,Fantasy Farming: Orange Season,Fantasy Farming: Orange Season,2017-04-21,13.99,Hudell Tales,Casual|RPG|Simulation|Early Access,Early Access|Simulation|RPG|Casual|Agriculture|RPGMaker
HeR Interactive,Nancy Drew®: The Final Scene,Nancy Drew®: The Final Scene,2001-11-01,6.99,HeR Interactive,Adventure,Adventure|Mystery|Point & Click
ONEVISION GAMES,ESSENCE,ESSENCE,2017-04-18,20.0,ONEVISION GAMES,Adventure|Casual|Indie|Early Access,Early Access|Adventure|Indie|Exploration|Narration|Atmospheric|Relaxing|Casual|Cinematic|Surreal|Experimental|Walking Simulator|First-Person|Mystery|Great Soundtrack|Open World|Abstract|VR|Puzzle|Story Rich
Foolish Mortals Games,MMM: Murder Most Misfortunate,MMM: Murder Most Misfortunate,2017-05-01,4.99,Foolish Mortals Games,Adventure|Casual|Indie,Adventure|Indie|Casual|Visual Novel|Mystery|Story Rich|Atmospheric|Singleplayer
Fancy Fish Games,＜/reality＞,＜/reality＞,2017-04-18,11.99,Fancy Fish Games,Adventure|Indie,Indie|Adventure|Visual Novel|Choices Matter|Female Protagonist|Interactive Fiction|Anime|Story Rich|Singleplayer|Sci-fi|Multiple Endings|Fantasy|Controller|Nonlinear|Philisophical|Otome
"KOEI TECMO GAMES CO., LTD.",Romance of the Three Kingdoms Ⅴ with Power Up Kit / 三國志Ⅴ with パワーアップキット,Romance of the Three Kingdoms Ⅴ with Power Up Kit / 三國志Ⅴ with パワーアップキット,2017-04-18,19.99,"KOEI TECMO GAMES CO., LTD.",Strategy,Strategy
"KOEI TECMO GAMES CO., LTD.",Taikou Risshiden / 太閤立志伝,Taikou Risshiden / 太閤立志伝,2017-04-18,12.99,"KOEI TECMO GAMES CO., LTD.",RPG,RPG
